TransactionAmount,TransactionTime,TransactionType,MerchantCategory,TransactionLocation,DeviceType,TransactionFrequency,SpendingPattern,CardPresent,PastFraudHistory,Velocity,DistanceFromLast,AmountRatio,AccountAge,IsFraud
31.97,13.0,POS,Electronics,Local,Mobile,6.0,Medium,No,0.0,3.0,2352.9,0.28,165.0,0
66.91,0.0,ATM,Clothing,Domestic,Mobile,10.0,Low,No,0.0,4.0,499.7,0.71,172.0,0
8.59,9.0,POS,Luxury,Local,Desktop,18.0,Low,Yes,0.0,3.0,1989.0,0.05,29.0,0
61.54,15.0,Online,Electronics,Local,Mobile,16.0,Low,Yes,0.0,3.0,368.3,0.66,82.0,0
36.6,3.0,POS,Electronics,Local,Mobile,4.0,Low,Yes,0.0,1.0,3530.8,0.29,117.0,0
172.81,10.0,ATM,Electronics,Local,POS_Terminal,13.0,Low,No,0.0,4.0,1378.6,1.2,12.0,0
5.87,15.0,Online,Travel,Domestic,Mobile,5.0,Low,No,0.0,4.0,2603.3,0.25,149.0,0
54.23,19.0,POS,Clothing,Local,Desktop,19.0,Low,Yes,0.0,1.0,67.7,0.43,40.0,0
61.33,0.0,Online,Electronics,Local,Mobile,18.0,Low,Yes,0.0,2.0,,0.54,30.0,0
129.1,15.0,POS,Electronics,International,POS_Terminal,17.0,Low,No,0.0,1.0,16.3,1.02,64.0,0
85.4,18.0,Online,Groceries,International,Desktop,16.0,Medium,Yes,0.0,1.0,4626.0,2.54,41.0,0
110.03,20.0,Online,Groceries,International,Desktop,1.0,Medium,No,0.0,1.0,2505.8,3.67,79.0,0
150.08,21.0,POS,Clothing,Domestic,Tablet,1.0,Low,No,0.0,3.0,500.3,2.89,227.0,0
198.2,8.0,POS,Electronics,Local,Desktop,14.0,Low,No,0.0,1.0,1705.3,1.12,47.0,0
37.67,8.0,POS,Travel,Local,Mobile,2.0,Low,Yes,0.0,5.0,230.3,0.45,220.0,0
77.22,8.0,Online,Clothing,Local,Desktop,15.0,Medium,Yes,0.0,1.0,2654.5,0.79,4.0,0
183.33,16.0,POS,Others,International,Mobile,3.0,Medium,Yes,1.0,2.0,611.7,2.03,156.0,0
455.17,11.0,Online,Groceries,Local,Desktop,13.0,Low,No,0.0,2.0,2365.5,3.06,94.0,0
220.29,12.0,ATM,Others,Local,Desktop,19.0,Low,Yes,0.0,2.0,1527.5,3.3,176.0,0
46.44,7.0,POS,Groceries,Local,Tablet,1.0,High,Yes,0.0,1.0,3807.9,1.44,57.0,0
21.71,15.0,ATM,Clothing,Local,Mobile,13.0,Low,Yes,0.0,4.0,2411.3,0.25,121.0,0
67.22,17.0,Online,Clothing,Local,Mobile,15.0,Low,Yes,0.0,2.0,4240.9,0.45,219.0,0
135.34,0.0,POS,Electronics,Domestic,POS_Terminal,16.0,Low,No,0.0,1.0,4706.7,0.73,16.0,0
67.84,0.0,POS,Groceries,Local,POS_Terminal,11.0,Low,No,0.0,2.0,4847.6,2.33,96.0,0
66.01,11.0,Online,Groceries,Local,POS_Terminal,3.0,Low,No,0.0,3.0,1301.0,0.4,140.0,0
182.16,5.0,POS,Travel,Domestic,Desktop,8.0,Low,No,0.0,3.0,3837.8,5.71,236.0,0
44.85,8.0,POS,Electronics,Domestic,Mobile,6.0,Medium,Yes,0.0,1.0,2190.6,0.56,55.0,0
196.46,22.0,POS,Others,Local,Tablet,5.0,Low,Yes,0.0,2.0,2130.9,8.18,164.0,0
52.22,4.0,Online,,International,Mobile,15.0,High,Yes,0.0,2.0,4341.2,0.28,143.0,0
39.78,15.0,Online,Others,Domestic,Mobile,9.0,Low,Yes,0.0,5.0,728.3,0.27,147.0,0
60.51,17.0,Online,Groceries,Local,Mobile,5.0,Medium,Yes,0.0,2.0,2389.1,0.7,146.0,0
143.74,16.0,POS,Groceries,Domestic,Desktop,10.0,Low,No,0.0,4.0,2964.4,1.63,218.0,0
13.47,17.0,Online,Electronics,Domestic,Mobile,6.0,Low,Yes,0.0,3.0,330.6,0.1,203.0,0
21.87,0.0,ATM,Others,Local,Tablet,11.0,High,No,0.0,2.0,4322.6,0.61,222.0,0
302.51,18.0,POS,Clothing,Local,Mobile,4.0,Low,No,0.0,4.0,1571.7,6.56,156.0,0
19.3,21.0,POS,Groceries,Local,Mobile,12.0,High,Yes,0.0,1.0,3284.1,0.11,184.0,0
83.87,7.0,ATM,Groceries,Domestic,Desktop,6.0,Medium,Yes,0.0,3.0,4640.4,1.49,151.0,0
86.59,2.0,Online,Electronics,Local,Mobile,1.0,Medium,No,0.0,1.0,3598.8,0.57,207.0,0
67.26,4.0,Online,Clothing,Domestic,POS_Terminal,18.0,Low,Yes,0.0,2.0,4430.1,1.11,112.0,0
103.49,22.0,ATM,Electronics,Local,POS_Terminal,2.0,Medium,No,0.0,1.0,347.7,2.89,11.0,0
26.11,7.0,Online,Travel,Local,Mobile,5.0,Low,Yes,0.0,3.0,2463.7,0.14,171.0,0
80.44,18.0,POS,Clothing,Local,POS_Terminal,16.0,High,No,0.0,1.0,2824.2,0.44,85.0,0
46.55,17.0,Online,Others,Local,Desktop,12.0,Medium,No,0.0,1.0,3445.2,0.36,128.0,0
108.37,17.0,Online,Clothing,Domestic,Desktop,12.0,Low,Yes,0.0,1.0,584.3,1.05,45.0,0
15.22,20.0,ATM,Electronics,Domestic,Tablet,11.0,High,Yes,0.0,4.0,3283.9,0.13,39.0,0
84.6,,POS,Others,Local,POS_Terminal,19.0,Low,Yes,0.0,4.0,730.0,0.91,223.0,0
20.49,14.0,Online,Electronics,Local,Mobile,7.0,High,Yes,0.0,2.0,338.1,0.13,79.0,0
32.66,17.0,Online,Electronics,Domestic,Mobile,2.0,Medium,Yes,1.0,1.0,2346.6,0.21,209.0,0
24.68,6.0,POS,Luxury,Domestic,Desktop,6.0,Low,Yes,0.0,4.0,3001.9,0.15,217.0,0
20.19,15.0,POS,Groceries,Domestic,Mobile,4.0,Medium,No,0.0,3.0,4790.6,0.18,152.0,0
174.7,15.0,ATM,Electronics,Local,Mobile,2.0,Medium,No,0.0,3.0,3493.1,1.06,173.0,0
33.65,14.0,POS,Groceries,International,Desktop,17.0,Medium,No,1.0,1.0,2957.0,0.7,36.0,0
261.9,5.0,Online,Groceries,Domestic,Tablet,8.0,Low,Yes,0.0,2.0,1072.8,10.3,97.0,0
350.41,8.0,ATM,Groceries,Local,Mobile,5.0,Low,Yes,0.0,4.0,760.2,2.56,108.0,0
84.69,6.0,POS,Groceries,Local,Mobile,10.0,Low,No,0.0,4.0,3036.4,2.17,4.0,0
15.43,13.0,ATM,Electronics,Local,Tablet,16.0,High,No,0.0,4.0,1114.7,0.13,193.0,0
46.93,10.0,Online,Luxury,Domestic,Mobile,2.0,Low,Yes,0.0,2.0,3533.0,0.31,102.0,0
159.82,20.0,POS,Clothing,Local,Tablet,19.0,High,Yes,0.0,5.0,572.4,1.71,184.0,0
45.79,15.0,POS,Clothing,Local,POS_Terminal,7.0,Low,Yes,0.0,4.0,1698.2,1.64,139.0,0
9.1,5.0,ATM,Clothing,Local,POS_Terminal,2.0,Low,No,0.0,1.0,3865.4,0.05,85.0,0
81.37,21.0,POS,Luxury,Local,Desktop,13.0,Low,No,0.0,4.0,4155.2,2.93,153.0,0
186.51,15.0,POS,Others,Local,Mobile,4.0,High,Yes,1.0,4.0,1726.2,1.02,50.0,0
158.93,19.0,POS,Luxury,Domestic,Mobile,16.0,Low,Yes,0.0,5.0,1033.6,5.39,92.0,0
19.25,15.0,POS,Luxury,Local,Tablet,10.0,Low,Yes,0.0,1.0,4791.0,0.13,114.0,0
111.71,11.0,POS,Groceries,Local,POS_Terminal,17.0,High,No,0.0,1.0,3805.4,0.6,52.0,0
24.91,16.0,ATM,Clothing,Local,Mobile,14.0,Medium,No,0.0,1.0,4035.3,0.14,6.0,0
24.62,4.0,ATM,Clothing,Local,Mobile,12.0,High,No,0.0,4.0,1113.8,0.14,46.0,0
207.2,12.0,POS,Clothing,Local,Tablet,13.0,High,Yes,0.0,4.0,2122.2,1.16,198.0,0
28.72,7.0,POS,Electronics,Local,Mobile,8.0,High,Yes,0.0,3.0,341.0,0.26,214.0,0
30.55,23.0,Online,Groceries,Local,Mobile,17.0,Medium,No,0.0,5.0,547.0,0.25,15.0,0
0.07,4.0,POS,Groceries,Domestic,POS_Terminal,18.0,Medium,No,1.0,1.0,1104.8,0.0,118.0,0
204.54,11.0,Online,Others,Local,Mobile,10.0,Medium,Yes,0.0,1.0,1516.2,1.13,189.0,0
157.31,8.0,ATM,Clothing,Domestic,Mobile,13.0,Low,Yes,0.0,3.0,4985.9,0.92,33.0,0
98.71,2.0,ATM,Groceries,Local,Desktop,2.0,Medium,Yes,0.0,4.0,2110.4,0.61,81.0,0
138.74,2.0,POS,Groceries,Local,Tablet,17.0,Low,Yes,0.0,3.0,3489.4,0.98,125.0,0
16.49,0.0,POS,Clothing,Domestic,Mobile,6.0,High,Yes,0.0,3.0,4522.2,0.13,140.0,0
61.31,21.0,POS,Electronics,Local,Desktop,12.0,Medium,Yes,0.0,4.0,1230.3,0.33,31.0,0
43.27,17.0,POS,Electronics,International,Desktop,13.0,High,Yes,0.0,2.0,723.6,0.79,227.0,0
9.85,23.0,POS,Groceries,Local,Desktop,4.0,Low,No,0.0,5.0,1216.3,0.18,34.0,0
66.58,11.0,ATM,Groceries,Local,Mobile,15.0,Medium,Yes,0.0,2.0,4412.1,0.34,32.0,0
253.5,8.0,ATM,Electronics,Local,Mobile,16.0,Medium,Yes,1.0,2.0,3328.4,2.12,23.0,0
4.09,8.0,ATM,Clothing,Domestic,Desktop,19.0,High,Yes,0.0,5.0,2256.7,0.04,102.0,0
34.46,17.0,ATM,Groceries,International,Tablet,15.0,Low,No,0.0,2.0,4101.4,0.2,69.0,0
23.26,17.0,POS,Electronics,Local,Tablet,6.0,Low,Yes,0.0,4.0,1183.6,0.13,40.0,0
27.2,6.0,Online,Clothing,Local,Tablet,6.0,Medium,No,0.0,2.0,1195.9,0.53,194.0,0
239.07,3.0,POS,Travel,Local,Tablet,5.0,Medium,No,0.0,2.0,2836.1,4.67,123.0,0
63.12,12.0,POS,Groceries,Domestic,Mobile,2.0,Low,Yes,0.0,2.0,3950.3,0.39,31.0,0
62.79,16.0,Online,Travel,Local,Tablet,2.0,High,No,0.0,4.0,1297.8,0.39,140.0,0
142.95,23.0,Online,Others,Local,Tablet,5.0,Low,Yes,0.0,3.0,1050.2,2.36,103.0,0
16.78,1.0,Online,Others,Local,Desktop,3.0,Medium,Yes,0.0,1.0,2369.9,0.1,238.0,0
66.8,13.0,POS,Travel,Domestic,Mobile,6.0,Low,No,0.0,5.0,671.0,0.63,42.0,0
56.21,2.0,POS,Travel,Local,Desktop,11.0,Low,No,0.0,5.0,3739.1,0.54,148.0,0
90.86,4.0,POS,Groceries,Domestic,Desktop,5.0,High,No,0.0,4.0,2886.7,0.46,14.0,0
772.35,13.0,POS,Clothing,Domestic,Mobile,18.0,Low,No,0.0,1.0,2562.7,6.81,75.0,0
146.73,2.0,POS,Clothing,Local,Desktop,14.0,High,Yes,0.0,2.0,4361.3,3.28,188.0,0
50.73,22.0,Online,Electronics,Local,Tablet,10.0,High,Yes,0.0,5.0,3662.8,0.72,223.0,0
175.77,6.0,Online,Electronics,Domestic,Tablet,3.0,High,No,0.0,2.0,746.3,2.2,115.0,0
18.72,17.0,POS,Clothing,Local,Mobile,16.0,Low,Yes,0.0,4.0,2102.2,0.1,225.0,0
3.09,12.0,Online,Others,Local,Mobile,16.0,High,Yes,0.0,4.0,1606.4,0.05,90.0,0
22.87,22.0,POS,Groceries,Domestic,Desktop,11.0,Low,Yes,0.0,4.0,4010.3,0.23,2.0,0
41.61,21.0,ATM,Groceries,International,Tablet,4.0,Low,Yes,0.0,3.0,3595.2,0.27,159.0,0
71.45,9.0,POS,Clothing,International,Desktop,11.0,Low,Yes,1.0,4.0,2360.1,1.03,183.0,0
95.48,12.0,Online,Groceries,Domestic,Tablet,8.0,Low,Yes,0.0,2.0,4118.2,0.65,35.0,0
241.47,15.0,ATM,Clothing,Local,Mobile,16.0,High,Yes,0.0,3.0,2050.3,4.21,27.0,0
71.31,8.0,ATM,Groceries,Local,Desktop,8.0,Medium,Yes,0.0,2.0,4017.8,1.12,133.0,0
69.57,1.0,POS,Electronics,Local,POS_Terminal,9.0,High,Yes,0.0,4.0,160.4,0.35,75.0,0
5.15,22.0,Online,Clothing,Local,Desktop,14.0,Low,Yes,0.0,3.0,673.1,0.06,179.0,0
3.55,4.0,POS,Groceries,Local,POS_Terminal,8.0,High,Yes,0.0,1.0,3779.9,0.02,231.0,0
80.11,21.0,POS,Groceries,Local,Desktop,16.0,Low,Yes,0.0,4.0,571.9,0.47,92.0,0
57.66,16.0,POS,Electronics,Domestic,Tablet,2.0,High,No,1.0,3.0,3418.8,0.7,144.0,0
182.75,22.0,ATM,Electronics,International,Mobile,19.0,High,No,0.0,3.0,3617.9,2.17,116.0,0
17.52,21.0,ATM,Clothing,International,Mobile,19.0,Low,Yes,0.0,3.0,3311.0,0.11,168.0,0
2.53,3.0,POS,Clothing,Local,Mobile,19.0,Medium,No,0.0,5.0,4091.2,0.02,90.0,0
59.61,16.0,Online,Electronics,International,Desktop,18.0,Medium,Yes,0.0,3.0,2558.1,0.7,88.0,0
27.11,8.0,ATM,Electronics,Local,Mobile,13.0,Low,Yes,0.0,1.0,4485.2,0.17,196.0,0
5.09,19.0,POS,Groceries,Local,Tablet,17.0,Low,No,0.0,4.0,2847.5,0.03,204.0,0
128.95,1.0,POS,Travel,Domestic,POS_Terminal,1.0,High,No,0.0,4.0,2539.4,2.07,210.0,0
11.83,23.0,POS,Groceries,Local,Desktop,5.0,Low,Yes,0.0,4.0,2546.9,0.49,119.0,0
93.73,17.0,Online,Luxury,International,Mobile,13.0,Low,Yes,0.0,3.0,4560.4,1.35,206.0,0
33.0,20.0,POS,Clothing,Local,POS_Terminal,6.0,Low,Yes,0.0,4.0,1218.5,0.23,81.0,0
19.06,21.0,Online,Clothing,Local,Desktop,10.0,Medium,Yes,0.0,1.0,3475.2,0.1,172.0,0
47.76,10.0,POS,Travel,Local,Tablet,9.0,Low,Yes,0.0,5.0,1213.1,0.27,169.0,0
161.67,12.0,POS,Others,Domestic,Tablet,6.0,Medium,Yes,0.0,1.0,460.9,2.69,16.0,0
49.77,7.0,POS,Others,Local,POS_Terminal,1.0,Medium,Yes,0.0,5.0,4768.7,0.28,117.0,0
138.94,0.0,POS,Clothing,Domestic,Desktop,18.0,Low,Yes,0.0,4.0,648.6,0.84,42.0,0
13.41,16.0,POS,Groceries,Domestic,Tablet,7.0,Low,Yes,0.0,2.0,3431.0,0.09,148.0,0
148.18,11.0,POS,Others,Domestic,Desktop,10.0,Medium,Yes,0.0,5.0,2122.8,1.03,190.0,0
27.04,3.0,Online,Groceries,Local,Desktop,12.0,High,Yes,0.0,1.0,4185.5,0.16,116.0,0
113.13,20.0,POS,Luxury,Local,Desktop,15.0,Medium,Yes,0.0,1.0,3866.0,0.65,107.0,0
83.42,12.0,Online,Clothing,Domestic,Desktop,17.0,High,No,0.0,2.0,718.8,0.5,156.0,0
264.71,8.0,ATM,Others,International,Desktop,3.0,Low,Yes,0.0,5.0,2339.1,6.31,188.0,0
48.99,6.0,Online,Others,Domestic,Tablet,15.0,Medium,Yes,1.0,5.0,137.7,0.33,41.0,0
6.85,22.0,ATM,Groceries,Local,Mobile,1.0,Low,Yes,0.0,1.0,2147.6,0.04,129.0,0
1.93,23.0,Online,Clothing,Local,Desktop,11.0,Medium,Yes,0.0,5.0,3501.1,0.04,16.0,0
175.36,4.0,POS,Groceries,Local,Tablet,6.0,Medium,Yes,0.0,2.0,1160.8,3.0,132.0,0
74.39,4.0,ATM,Groceries,Domestic,Tablet,16.0,High,Yes,0.0,5.0,4050.2,0.46,54.0,0
149.27,16.0,ATM,Electronics,Local,Mobile,12.0,High,Yes,0.0,5.0,265.8,1.82,224.0,0
26.71,8.0,ATM,Groceries,Domestic,Tablet,15.0,High,Yes,0.0,2.0,172.8,0.29,29.0,0
42.32,5.0,Online,Travel,International,POS_Terminal,18.0,Low,Yes,0.0,4.0,137.3,0.48,200.0,0
3.06,18.0,Online,Others,Local,Desktop,10.0,Low,Yes,0.0,5.0,1400.1,0.05,194.0,0
325.69,15.0,POS,Clothing,Local,Tablet,12.0,Low,No,0.0,1.0,2335.5,1.72,238.0,0
110.22,20.0,Online,Groceries,International,Desktop,19.0,Low,Yes,0.0,3.0,537.2,0.67,152.0,0
270.61,1.0,POS,Luxury,Local,POS_Terminal,5.0,Low,No,0.0,1.0,4983.7,4.16,41.0,0
30.86,9.0,POS,Others,Local,Desktop,18.0,Medium,Yes,0.0,1.0,4997.8,0.79,63.0,0
94.54,15.0,Online,Travel,Local,Mobile,19.0,High,Yes,0.0,4.0,2599.0,1.09,56.0,0
113.48,4.0,POS,Clothing,Local,Desktop,12.0,Medium,Yes,0.0,4.0,2840.0,1.2,238.0,0
38.21,14.0,POS,Others,Domestic,Desktop,1.0,High,Yes,0.0,1.0,4634.0,1.8,14.0,0
188.46,12.0,Online,Groceries,Local,Mobile,2.0,High,Yes,0.0,5.0,3849.0,1.05,181.0,0
294.05,12.0,ATM,Others,Local,Tablet,3.0,Low,Yes,1.0,1.0,839.7,1.7,126.0,0
216.16,12.0,Online,Others,Domestic,Mobile,12.0,High,Yes,0.0,5.0,3962.4,1.25,172.0,0
134.35,14.0,Online,Others,Local,Desktop,14.0,Low,Yes,0.0,2.0,1154.7,0.81,171.0,0
32.5,13.0,ATM,Groceries,Local,Desktop,7.0,Low,Yes,0.0,2.0,2151.2,0.21,129.0,0
33.08,7.0,POS,Others,Domestic,Tablet,4.0,Low,Yes,0.0,4.0,2662.5,0.25,118.0,0
330.66,10.0,Online,Electronics,Domestic,Tablet,12.0,Low,No,0.0,3.0,3585.0,1.71,97.0,0
1.03,17.0,POS,Clothing,Local,Tablet,8.0,Low,No,0.0,3.0,750.8,0.01,128.0,0
125.9,23.0,POS,Luxury,Local,POS_Terminal,1.0,Low,No,0.0,4.0,380.8,0.94,139.0,0
122.5,3.0,Online,Groceries,Domestic,Desktop,5.0,High,Yes,0.0,2.0,4330.6,0.76,148.0,0
97.47,9.0,Online,Electronics,Domestic,Tablet,1.0,High,Yes,0.0,4.0,4134.0,1.52,79.0,0
461.61,0.0,POS,Luxury,Local,Mobile,15.0,Medium,Yes,1.0,2.0,2616.3,2.38,220.0,0
37.38,4.0,POS,Luxury,Local,Tablet,13.0,Medium,No,0.0,5.0,3311.8,1.59,149.0,0
41.55,12.0,Online,Luxury,Local,Mobile,13.0,Low,No,0.0,2.0,3596.5,0.3,87.0,0
8.22,0.0,Online,Groceries,Domestic,POS_Terminal,4.0,Medium,Yes,0.0,2.0,2382.7,0.24,73.0,0
58.48,22.0,Online,Travel,Local,Mobile,15.0,Low,No,0.0,2.0,1286.2,0.34,148.0,0
30.25,7.0,POS,Groceries,Domestic,Mobile,12.0,Low,No,0.0,3.0,2407.0,0.16,117.0,0
42.07,2.0,Online,Travel,Local,Mobile,8.0,Low,Yes,0.0,2.0,4754.0,0.45,145.0,0
179.92,2.0,POS,Groceries,Domestic,Mobile,16.0,Medium,No,0.0,1.0,4189.2,1.03,106.0,0
274.08,6.0,POS,Travel,International,Desktop,12.0,Medium,Yes,0.0,5.0,2327.7,3.41,191.0,0
20.55,3.0,Online,Electronics,Local,Desktop,6.0,Low,Yes,0.0,3.0,1127.9,0.42,79.0,0
46.6,2.0,Online,Others,Local,POS_Terminal,15.0,Low,Yes,0.0,1.0,4448.1,0.67,236.0,0
263.99,14.0,POS,Clothing,Local,Mobile,7.0,Medium,Yes,0.0,3.0,3191.2,3.55,133.0,0
6.38,7.0,POS,Clothing,Local,Mobile,5.0,Medium,No,0.0,3.0,2023.7,0.05,174.0,0
9.69,2.0,Online,Electronics,Local,Tablet,15.0,Low,No,0.0,1.0,558.3,0.06,106.0,0
17.77,6.0,POS,Travel,Local,Mobile,12.0,Low,Yes,0.0,4.0,3758.8,0.31,52.0,0
90.44,17.0,POS,Electronics,International,Tablet,11.0,Low,Yes,0.0,4.0,1584.9,2.52,97.0,0
16.31,10.0,POS,Groceries,Domestic,Desktop,4.0,Low,Yes,0.0,2.0,3031.5,0.27,222.0,0
344.44,10.0,POS,Clothing,Domestic,Desktop,13.0,Medium,Yes,0.0,1.0,2848.1,4.69,80.0,0
59.19,16.0,,Luxury,Local,Mobile,18.0,Medium,Yes,0.0,2.0,3498.1,0.84,36.0,0
69.62,5.0,ATM,Groceries,Local,Mobile,8.0,Medium,Yes,0.0,4.0,2688.1,1.17,101.0,0
28.32,7.0,Online,Groceries,Local,Tablet,7.0,Low,Yes,0.0,1.0,3152.1,0.27,105.0,0
63.67,0.0,Online,Clothing,Local,Desktop,16.0,Medium,No,0.0,1.0,407.7,0.37,49.0,0
108.45,9.0,Online,Luxury,Local,POS_Terminal,3.0,Low,Yes,0.0,1.0,3326.4,2.85,166.0,0
139.1,18.0,Online,Groceries,Local,Desktop,16.0,Low,Yes,0.0,2.0,971.0,0.79,216.0,0
140.19,2.0,ATM,Others,Domestic,Tablet,16.0,Low,Yes,0.0,3.0,1959.9,1.28,89.0,0
86.25,3.0,Online,Others,Local,POS_Terminal,7.0,High,Yes,0.0,3.0,2562.7,0.62,155.0,0
234.72,10.0,POS,Groceries,Local,Mobile,13.0,Medium,No,0.0,3.0,3434.4,1.41,69.0,0
170.05,14.0,Online,Groceries,Local,Tablet,13.0,Low,Yes,0.0,1.0,3712.1,2.27,178.0,0
141.49,0.0,POS,Travel,International,Mobile,19.0,Medium,Yes,0.0,4.0,3524.6,0.74,113.0,0
5.72,8.0,Online,Others,Local,Desktop,18.0,Low,Yes,0.0,2.0,475.5,0.16,213.0,0
0.69,10.0,Online,Travel,Local,Tablet,7.0,Medium,No,0.0,2.0,1934.5,0.01,171.0,0
23.88,18.0,ATM,Electronics,Local,Desktop,18.0,High,Yes,0.0,4.0,1403.3,0.36,99.0,0
108.92,12.0,Online,Groceries,Local,Mobile,18.0,Low,Yes,0.0,3.0,1992.1,1.17,70.0,0
52.97,15.0,POS,Electronics,Domestic,Desktop,4.0,Low,Yes,0.0,5.0,3234.4,0.53,9.0,0
51.48,3.0,POS,Clothing,Local,Tablet,9.0,Low,No,0.0,4.0,964.6,0.28,237.0,0
215.92,0.0,POS,Electronics,Local,POS_Terminal,16.0,Medium,Yes,0.0,3.0,2510.5,2.17,91.0,0
225.92,19.0,POS,Clothing,Local,Tablet,4.0,Low,Yes,0.0,1.0,4424.4,1.55,193.0,0
239.88,12.0,POS,Groceries,Domestic,Mobile,8.0,Low,Yes,0.0,4.0,3655.6,1.25,30.0,0
37.67,0.0,POS,Electronics,Local,Tablet,3.0,Low,Yes,0.0,3.0,3626.8,0.35,143.0,0
117.46,4.0,POS,Groceries,Local,Tablet,9.0,Low,Yes,0.0,2.0,4243.6,1.26,160.0,0
31.7,4.0,ATM,Groceries,Local,Mobile,8.0,Medium,Yes,0.0,5.0,1996.2,0.16,212.0,0
21.15,13.0,POS,Others,Local,Mobile,12.0,Medium,Yes,0.0,5.0,3797.4,0.13,132.0,0
20.41,22.0,POS,Groceries,Local,Tablet,14.0,Medium,No,0.0,5.0,293.5,0.11,188.0,0
41.87,13.0,POS,Clothing,Local,Tablet,10.0,Low,No,0.0,3.0,282.1,0.46,183.0,0
56.2,7.0,Online,Groceries,Local,Mobile,17.0,Medium,Yes,0.0,3.0,1659.0,0.39,34.0,0
177.76,3.0,POS,Groceries,Local,POS_Terminal,11.0,Low,Yes,0.0,1.0,984.2,2.74,120.0,0
12.77,6.0,Online,Electronics,Domestic,Desktop,10.0,Low,No,0.0,5.0,2592.7,0.07,61.0,0
132.77,19.0,POS,Groceries,Local,POS_Terminal,13.0,Low,Yes,0.0,2.0,916.0,0.71,38.0,0
75.81,18.0,Online,Groceries,Local,Desktop,2.0,High,No,0.0,5.0,4877.9,1.11,84.0,0
33.96,14.0,Online,Others,Local,Desktop,1.0,Medium,No,0.0,4.0,4255.5,0.87,111.0,0
67.89,21.0,POS,Groceries,Local,Mobile,1.0,Medium,Yes,0.0,4.0,4912.7,1.21,51.0,0
35.66,3.0,POS,Groceries,Local,Tablet,16.0,High,Yes,0.0,2.0,4038.8,0.27,186.0,0
90.65,18.0,POS,Luxury,Local,Desktop,10.0,High,Yes,1.0,3.0,4755.5,1.31,92.0,0
56.89,8.0,Online,Groceries,Local,Tablet,10.0,Low,No,0.0,5.0,1840.5,0.42,231.0,0
17.96,20.0,POS,Travel,Local,Mobile,7.0,Low,Yes,0.0,4.0,2489.5,0.22,25.0,0
12.4,12.0,Online,Groceries,Local,Tablet,7.0,Low,Yes,0.0,2.0,1199.0,0.07,139.0,0
79.12,13.0,Online,Groceries,Domestic,Desktop,1.0,Low,Yes,0.0,1.0,3179.0,0.78,114.0,0
232.7,22.0,Online,Clothing,Local,Mobile,13.0,High,Yes,0.0,4.0,3941.2,2.12,8.0,0
42.15,13.0,POS,Others,Local,Mobile,5.0,High,Yes,0.0,4.0,2493.7,0.51,34.0,0
132.05,21.0,POS,Groceries,Local,Mobile,3.0,Low,Yes,0.0,5.0,1481.9,3.98,27.0,0
107.49,9.0,Online,Electronics,Local,Tablet,13.0,Low,Yes,0.0,3.0,2538.4,0.99,108.0,0
268.17,15.0,ATM,Groceries,Local,Desktop,12.0,Low,Yes,0.0,4.0,314.5,1.68,150.0,0
172.03,4.0,ATM,Groceries,Local,Mobile,18.0,Low,Yes,0.0,4.0,3605.6,0.9,190.0,0
83.61,22.0,ATM,Others,Local,Mobile,5.0,Medium,Yes,0.0,5.0,2258.0,2.47,72.0,0
107.01,5.0,Online,Groceries,Local,Desktop,5.0,Low,Yes,0.0,3.0,4491.2,0.65,97.0,0
228.66,1.0,Online,Others,Local,Mobile,2.0,Low,No,0.0,1.0,4616.3,3.36,39.0,0
51.0,12.0,Online,Groceries,Local,Desktop,6.0,Low,Yes,1.0,1.0,627.5,0.3,73.0,0
39.57,12.0,POS,Others,Domestic,Desktop,7.0,High,Yes,0.0,1.0,4980.6,0.49,118.0,0
1.09,18.0,Online,Clothing,International,Desktop,1.0,Low,Yes,0.0,1.0,4849.1,0.03,22.0,0
175.19,17.0,POS,Others,Domestic,Desktop,3.0,Low,Yes,0.0,3.0,3135.7,1.35,201.0,0
161.44,18.0,POS,Groceries,Local,Mobile,2.0,Medium,No,0.0,1.0,4127.2,0.89,31.0,0
11.03,0.0,Online,Travel,Domestic,Mobile,10.0,Low,Yes,0.0,5.0,92.2,0.21,34.0,0
86.0,7.0,POS,Clothing,Local,Tablet,11.0,Medium,Yes,0.0,5.0,4851.9,3.59,68.0,0
62.36,21.0,POS,Clothing,Domestic,POS_Terminal,13.0,Low,Yes,0.0,5.0,2281.6,0.35,110.0,0
12.64,15.0,POS,Luxury,Domestic,Desktop,16.0,High,No,0.0,1.0,4548.5,0.09,78.0,0
394.08,1.0,ATM,Clothing,Domestic,Mobile,11.0,Low,Yes,0.0,5.0,1925.6,2.38,187.0,0
24.17,7.0,Online,Others,Local,Desktop,18.0,Low,Yes,0.0,5.0,3940.9,0.79,8.0,0
6.96,5.0,Online,Electronics,Local,Tablet,11.0,Low,Yes,1.0,2.0,2089.7,0.04,181.0,0
90.35,15.0,POS,Clothing,Local,Desktop,1.0,High,Yes,0.0,1.0,1813.5,0.95,105.0,0
134.27,22.0,POS,Others,Local,Tablet,18.0,Medium,Yes,0.0,5.0,4733.9,0.74,227.0,0
3.3,10.0,POS,Groceries,Local,Mobile,5.0,Low,Yes,0.0,3.0,3495.6,0.1,214.0,0
107.5,16.0,POS,Electronics,Local,Tablet,2.0,Low,Yes,0.0,5.0,4200.4,0.6,54.0,0
